Name	Gender	Country	Sport	Event	Age	Height	Weight
Hanin Thabit	Women	Yemen	Athletics	200 metres	18	1.67	52
Kabange Mupopo	Women	Zambia	Athletics	200 metres	23	1.70	62
Luiza Gega	Women	Albania	Athletics	3000 metres steeplechase	27	1.59	45
Amina Bettiche	Women	Algeria	Athletics	3000 metres steeplechase	28	1.65	55
Belen Casetta	Women	Argentina	Athletics	3000 metres steeplechase	21	1.63	52
Genevieve Lacaze	Women	Australia	Athletics	3000 metres steeplechase	27	1.64	53
Madeline Heiner Hills	Women	Australia	Athletics	3000 metres steeplechase	29	1.74	53
Victoria Mitchell	Women	Australia	Athletics	3000 metres steeplechase	34	1.64	47
Ruth Jebet	Women	Bahrain	Athletics	3000 metres steeplechase	19	1.62	51
Anastasiya Puzakova	Women	Belarus	Athletics	3000 metres steeplechase	22	1.61	45
Sviatlana Kudzelich	Women	Belarus	Athletics	3000 metres steeplechase	29	1.70	51
Juliana Paula dos Santos	Women	Brazil	Athletics	3000 metres steeplechase	33	1.65	50
Silvia Danekova	Women	Bulgaria	Athletics	3000 metres steeplechase	33	1.67	49
Erin Teschuk	Women	Canada	Athletics	3000 metres steeplechase	21	1.63	52
Genevieve Lalonde	Women	Canada	Athletics	3000 metres steeplechase	24	1.70	58
Maria Bernard	Women	Canada	Athletics	3000 metres steeplechase	23	1.65	53
Xinyan Zhang	Women	China	Athletics	3000 metres steeplechase	22	1.70	55
Muriel Coneo	Women	Colombia	Athletics	3000 metres steeplechase	29	1.60	50
Anna Emilie Moller	Women	Denmark	Athletics	3000 metres steeplechase	19	1.66	52
Etenesh Diro	Women	Ethiopia	Athletics	3000 metres steeplechase	25	1.68	49
Hiwot Ayalew	Women	Ethiopia	Athletics	3000 metres steeplechase	26	1.73	53
Sofia Assefa	Women	Ethiopia	Athletics	3000 metres steeplechase	28	1.67	52
Sandra Eriksson	Women	Finland	Athletics	3000 metres steeplechase	27	1.63	47
Gesa Felicitas Krause	Women	Germany	Athletics	3000 metres steeplechase	24	1.67	51
Maya Rehberg	Women	Germany	Athletics	3000 metres steeplechase	22	1.70	58
Sanaa Koubaa	Women	Germany	Athletics	3000 metres steeplechase	31	1.70	56
Lennie Waite	Women	Great Britain	Athletics	3000 metres steeplechase	30	1.71	59
Lalita Shivaji Babar	Women	India	Athletics	3000 metres steeplechase	27	1.66	50
Sudha Singh	Women	India	Athletics	3000 metres steeplechase	30	1.58	45
Kerry O'Flaherty	Women	Ireland	Athletics	3000 metres steeplechase	35	1.67	53
Michelle Finn	Women	Ireland	Athletics	3000 metres steeplechase	26	1.52	51
Sara Louise Treacy	Women	Ireland	Athletics	3000 metres steeplechase	27	1.68	58
Aisha Praught	Women	Jamaica	Athletics	3000 metres steeplechase	26	1.62	50
Anju Takamizawa	Women	Japan	Athletics	3000 metres steeplechase	20	1.65	50
Beatrice Chepkoech	Women	Kenya	Athletics	3000 metres steeplechase	25	1.70	54
Hyvin Kiyeng Jepkemoi	Women	Kenya	Athletics	3000 metres steeplechase	24	1.62	42
Lydia Chebet Rotich	Women	Kenya	Athletics	3000 metres steeplechase	28	1.57	45
Eliane Saholinirina	Women	Madagascar	Athletics	3000 metres steeplechase	34	1.54	46
Fadwa Sidi Madane	Women	Morocco	Athletics	3000 metres steeplechase	21	1.75	56
Salima Elouali Alami	Women	Morocco	Athletics	3000 metres steeplechase	32	1.79	58
Matylda Kowal	Women	Poland	Athletics	3000 metres steeplechase	27	1.70	51
Ancuta Bobocel	Women	Romania	Athletics	3000 metres steeplechase	28	1.67	49
Marusa Mismas	Women	Slovenia	Athletics	3000 metres steeplechase	21	1.61	50
Diana Martin	Women	Spain	Athletics	3000 metres steeplechase	35	1.63	50
Charlotta Fougberg	Women	Sweden	Athletics	3000 metres steeplechase	31	1.65	51
Fabienne Schlumpf	Women	Switzerland	Athletics	3000 metres steeplechase	25	1.83	63
Habiba Ghribi	Women	Tunisia	Athletics	3000 metres steeplechase	32	1.74	51
Meryem Akdag	Women	Turkey	Athletics	3000 metres steeplechase	24	1.71	51
Ozlem Kaya	Women	Turkey	Athletics	3000 metres steeplechase	26	1.65	47
Tugba Guvenc	Women	Turkey	Athletics	3000 metres steeplechase	22	1.73	52
Mariya Shatalova	Women	Ukraine	Athletics	3000 metres steeplechase	27	1.69	56
Colleen Quigley	Women	United States	Athletics	3000 metres steeplechase	23	1.76	61
Courtney Frerichs	Women	United States	Athletics	3000 metres steeplechase	23	1.71	53
Emma Coburn	Women	United States	Athletics	3000 metres steeplechase	25	1.73	54
Anneliese Rubie	Women	Australia	Athletics	4 x 400 metres relay	24	1.71	58
Caitlin Sargent-Jones	Women	Australia	Athletics	4 x 400 metres relay	24	1.71	60
Jessica Thornton	Women	Australia	Athletics	4 x 400 metres relay	18	1.70	59
Lauren Wells	Women	Australia	Athletics	4 x 400 metres relay	28	1.78	66
Monica Brennan	Women	Australia	Athletics	4 x 400 metres relay	22	1.75	58
Morgan Mitchell	Women	Australia	Athletics	4 x 400 metres relay	21	1.77	63
Chris Brown	Men	Bahamas	Athletics	4 x 400 metres relay	37	1.78	75
Demetrius Pinder	Men	Bahamas	Athletics	4 x 400 metres relay	27	1.78	70
Michael Mathieu	Men	Bahamas	Athletics	4 x 400 metres relay	32	1.78	76
Anthonique Strachan	Women	Bahamas	Athletics	4 x 400 metres relay	22	1.68	57
Christine Amertil	Women	Bahamas	Athletics	4 x 400 metres relay	36	1.68	54
Shaunae Miller	Women	Bahamas	Athletics	4 x 400 metres relay	22	1.85	69
Antoine Gillet	Men	Belgium	Athletics	4 x 400 metres relay	28	1.85	78
Dylan Borlee	Men	Belgium	Athletics	4 x 400 metres relay	23	1.90	78
Jonathan Borlee	Men	Belgium	Athletics	4 x 400 metres relay	28	1.80	69
Julien Watrin	Men	Belgium	Athletics	4 x 400 metres relay	24	1.89	83
Kevin Borlee	Men	Belgium	Athletics	4 x 400 metres relay	28	1.80	67
Robin Vanderbemden	Men	Belgium	Athletics	4 x 400 metres relay	22	1.83	74
Isaac Makwala	Men	Botswana	Athletics	4 x 400 metres relay	30	1.85	78
Nijel Amos	Men	Botswana	Athletics	4 x 400 metres relay	22	1.79	60
Alexander Russo	Men	Brazil	Athletics	4 x 400 metres relay	22	1.73	61
Hederson Estefani	Men	Brazil	Athletics	4 x 400 metres relay	24	1.83	65
Hugo de Sousa	Men	Brazil	Athletics	4 x 400 metres relay	29	1.87	74
Lucas Carvalho	Men	Brazil	Athletics	4 x 400 metres relay	23	1.75	51
Pedro Luiz de Oliveira	Men	Brazil	Athletics	4 x 400 metres relay	24	1.80	83
Peterson dos Santos	Men	Brazil	Athletics	4 x 400 metres relay	25	1.81	70
Cristiane Silva	Women	Brazil	Athletics	4 x 400 metres relay	28	1.62	54
Geisa Aparecida Coutinho	Women	Brazil	Athletics	4 x 400 metres relay	36	1.61	55
Jailma de Lima	Women	Brazil	Athletics	4 x 400 metres relay	29	1.74	65
Joelma Sousa	Women	Brazil	Athletics	4 x 400 metres relay	32	1.72	49
Leticia de Souza	Women	Brazil	Athletics	4 x 400 metres relay	20	1.65	49
Tabata de Carvalho	Women	Brazil	Athletics	4 x 400 metres relay	20	1.71	61
Alicia Brown	Women	Canada	Athletics	4 x 400 metres relay	26	1.65	57
Carline Muir	Women	Canada	Athletics	4 x 400 metres relay	28	1.70	65
Chanice Chase	Women	Canada	Athletics	4 x 400 metres relay	23	1.73	61
Kendra Clarke	Women	Canada	Athletics	4 x 400 metres relay	19	1.67	56
Micha Powell	Women	Canada	Athletics	4 x 400 metres relay	21	1.77	55
Sage Watson	Women	Canada	Athletics	4 x 400 metres relay	22	1.80	57
Anthony Zambrano	Men	Colombia	Athletics	4 x 400 metres relay	18	1.84	72
Bernardo Baloyes	Men	Colombia	Athletics	4 x 400 metres relay	22	1.68	66
Carlos Lemos	Men	Colombia	Athletics	4 x 400 metres relay	28	1.83	76
Diego Palomeque	Men	Colombia	Athletics	4 x 400 metres relay	22	1.78	67
Jhon Perlaza	Men	Colombia	Athletics	4 x 400 metres relay	21	1.80	62
Rafith Rodriguez	Men	Colombia	Athletics	4 x 400 metres relay	27	1.90	75
Adrian Chacon	Men	Cuba	Athletics	4 x 400 metres relay	27	1.87	90
Jose Luis Gaspar	Men	Cuba	Athletics	4 x 400 metres relay	20	1.88	72
Leandro Zamora	Men	Cuba	Athletics	4 x 400 metres relay	20	1.86	72
Osmaidel Pellicier	Men	Cuba	Athletics	4 x 400 metres relay	24	1.88	88
William Collazo	Men	Cuba	Athletics	4 x 400 metres relay	29	1.72	71
Yoandys Lescay	Men	Cuba	Athletics	4 x 400 metres relay	22	1.81	77
Daisurami Bonne	Women	Cuba	Athletics	4 x 400 metres relay	28	1.71	60
Gilda Casanova	Women	Cuba	Athletics	4 x 400 metres relay	20	1.65	54
Lisneidy Veitia	Women	Cuba	Athletics	4 x 400 metres relay	22	1.68	58
Roxana Gomez	Women	Cuba	Athletics	4 x 400 metres relay	17	1.69	49
Sahily Diago	Women	Cuba	Athletics	4 x 400 metres relay	20	1.69	49
Gustavo Cuesta	Men	Dominican Republic	Athletics	4 x 400 metres relay	27	1.73	66
Juander Santos	Men	Dominican Republic	Athletics	4 x 400 metres relay	21	1.71	58
Luguelin Santos	Men	Dominican Republic	Athletics	4 x 400 metres relay	22	1.63	55
Luis Charles	Men	Dominican Republic	Athletics	4 x 400 metres relay	17	1.83	65
Maximo Mercedes	Men	Dominican Republic	Athletics	4 x 400 metres relay	27	1.86	70
Yon Soriano	Men	Dominican Republic	Athletics	4 x 400 metres relay	29	1.66	62
Ludvy Vaillant	Men	France	Athletics	4 x 400 metres relay	21	1.80	67
Mamadou Kasse Hann	Men	France	Athletics	4 x 400 metres relay	29	1.89	79
Mame-Ibra Anne	Men	France	Athletics	4 x 400 metres relay	26	1.84	70
Mamoudou Eliman Hanne	Men	France	Athletics	4 x 400 metres relay	28	1.86	72
Teddy Atine - Venel	Men	France	Athletics	4 x 400 metres relay	31	1.84	77
Thomas Jordier	Men	France	Athletics	4 x 400 metres relay	21	1.70	65
Agnes Raharolahy	Women	France	Athletics	4 x 400 metres relay	23	1.67	58
Brigitte Ntiamoah	Women	France	Athletics	4 x 400 metres relay	22	1.72	66
Elea Mariama Diarra	Women	France	Athletics	4 x 400 metres relay	26	1.76	56
Floria Guei	Women	France	Athletics	4 x 400 metres relay	26	1.66	53
Marie Gayot	Women	France	Athletics	4 x 400 metres relay	26	1.71	58
Phara Anacharsis	Women	France	Athletics	4 x 400 metres relay	32	1.77	58
Daniela Ferenz	Women	Germany	Athletics	4 x 400 metres relay	26	1.71	61
Friederike Mohlenkamp	Women	Germany	Athletics	4 x 400 metres relay	23	1.76	63
Lara Hoffmann	Women	Germany	Athletics	4 x 400 metres relay	25	1.73	68
Laura Muller	Women	Germany	Athletics	4 x 400 metres relay	20	1.72	58
Nadine Gonska	Women	Germany	Athletics	4 x 400 metres relay	26	1.68	58
Ruth Sophia Spelmeyer	Women	Germany	Athletics	4 x 400 metres relay	25	1.73	59
Delanno Williams	Men	Great Britain	Athletics	4 x 400 metres relay	22	1.80	73
Jarryd Dunn	Men	Great Britain	Athletics	4 x 400 metres relay	24	1.84	74
Martyn Rooney	Men	Great Britain	Athletics	4 x 400 metres relay	29	1.98	81
Matthew Hudson-Smith	Men	Great Britain	Athletics	4 x 400 metres relay	21	1.94	78
Nigel Levine	Men	Great Britain	Athletics	4 x 400 metres relay	27	1.76	72
Rabah Yousif	Men	Great Britain	Athletics	4 x 400 metres relay	29	1.86	74
Anyika Onuora	Women	Great Britain	Athletics	4 x 400 metres relay	31	1.78	76
Christine Ohuruogu	Women	Great Britain	Athletics	4 x 400 metres relay	32	1.72	70
Emily Diamond	Women	Great Britain	Athletics	4 x 400 metres relay	25	1.73	58
Kelly Massey	Women	Great Britain	Athletics	4 x 400 metres relay	31	1.67	58
Margaret Adeoye	Women	Great Britain	Athletics	4 x 400 metres relay	31	1.74	68
Seren Bundy-Davies	Women	Great Britain	Athletics	4 x 400 metres relay	21	1.75	63
Arokia Rajiv	Men	India	Athletics	4 x 400 metres relay	25	1.77	64
Ayyasamy Dharun	Men	India	Athletics	4 x 400 metres relay	19	1.77	64
Kunhu Muhammed Puthanpurakkal	Men	India	Athletics	4 x 400 metres relay	29	1.72	70
Muhammed Anas Yahiya	Men	India	Athletics	4 x 400 metres relay	21	1.77	69
Ashwini Chidananda Akkunji	Women	India	Athletics	4 x 400 metres relay	28	1.75	58
Debashree Mazumdar	Women	India	Athletics	4 x 400 metres relay	25	1.64	53
Jisna Mathew	Women	India	Athletics	4 x 400 metres relay	17	1.56	45
Poovamma Raju Machettira	Women	India	Athletics	4 x 400 metres relay	26	1.74	58
Chiara Bazzoni	Women	Italy	Athletics	4 x 400 metres relay	32	1.72	58
Elena Maria Bonfanti	Women	Italy	Athletics	4 x 400 metres relay	28	1.72	52
Libania Grenot	Women	Italy	Athletics	4 x 400 metres relay	33	1.75	60
Maria Enrica Spacca	Women	Italy	Athletics	4 x 400 metres relay	30	1.64	55
Mariabenedicta Chigbolu	Women	Italy	Athletics	4 x 400 metres relay	27	1.72	52
Marta Milani	Women	Italy	Athletics	4 x 400 metres relay	29	1.72	59
Fitzroy Dunkley	Men	Jamaica	Athletics	4 x 400 metres relay	23	1.96	80
Javere Bell	Men	Jamaica	Athletics	4 x 400 metres relay	23	1.83	77
Javon Francis	Men	Jamaica	Athletics	4 x 400 metres relay	21	1.83	68
Peter Matthews	Men	Jamaica	Athletics	4 x 400 metres relay	26	1.88	84
Rusheen McDonald	Men	Jamaica	Athletics	4 x 400 metres relay	23	1.75	81
Anneisha McLaughlin-Whilby	Women	Jamaica	Athletics	4 x 400 metres relay	30	1.70	66
Chrisann Gordon	Women	Jamaica	Athletics	4 x 400 metres relay	21	1.68	65
Christine Day	Women	Jamaica	Athletics	4 x 400 metres relay	29	1.68	51
Novlene Williams-Mills	Women	Jamaica	Athletics	4 x 400 metres relay	34	1.68	57
Shericka Jackson	Women	Jamaica	Athletics	4 x 400 metres relay	22	1.73	61
Stephenie Ann McPherson	Women	Jamaica	Athletics	4 x 400 metres relay	27	1.73	57
Julian Jrummi Walsh	Men	Japan	Athletics	4 x 400 metres relay	19	1.75	75
Kentaro Sato	Men	Japan	Athletics	4 x 400 metres relay	21	1.74	64
Nobuya Kato	Men	Japan	Athletics	4 x 400 metres relay	21	1.85	70
Takamasa Kitagawa	Men	Japan	Athletics	4 x 400 metres relay	19	1.77	69
Tomoya Tamura	Men	Japan	Athletics	4 x 400 metres relay	23	1.78	68
Yuzo Kanemaru	Men	Japan	Athletics	4 x 400 metres relay	28	1.78	75
Eva Hovenkamp	Women	Netherlands	Athletics	4 x 400 metres relay	20	1.73	65
Laura de Witte	Women	Netherlands	Athletics	4 x 400 metres relay	21	1.73	61
Lisanne de Witte	Women	Netherlands	Athletics	4 x 400 metres relay	23	1.75	65
Madiea Ghafoor	Women	Netherlands	Athletics	4 x 400 metres relay	23	1.69	55
Nicky van Leuveren	Women	Netherlands	Athletics	4 x 400 metres relay	26	1.75	58
Margaret Bamgbose	Women	Nigeria	Athletics	4 x 400 metres relay	22	1.71	63
Omolara Omotoso	Women	Nigeria	Athletics	4 x 400 metres relay	23	1.52	50
Patience Okon George	Women	Nigeria	Athletics	4 x 400 metres relay	24	1.69	63
Jakub Krzewina	Men	Poland	Athletics	4 x 400 metres relay	26	1.82	79
Kacper Kozlowski	Men	Poland	Athletics	4 x 400 metres relay	29	1.77	72
Karol Zalewski	Men	Poland	Athletics	4 x 400 metres relay	23	1.89	86
Lukasz Krawczuk	Men	Poland	Athletics	4 x 400 metres relay	27	1.84	75
Michal Pietrzak	Men	Poland	Athletics	4 x 400 metres relay	27	1.85	80
Rafal Omelko	Men	Poland	Athletics	4 x 400 metres relay	27	1.94	82
Ewelina Ptak	Women	Poland	Athletics	4 x 400 metres relay	29	1.65	57
Iga Baumgart	Women	Poland	Athletics	4 x 400 metres relay	27	1.78	58
Justyna Swiety	Women	Poland	Athletics	4 x 400 metres relay	23	1.65	57
Malgorzata Holub	Women	Poland	Athletics	4 x 400 metres relay	23	1.68	57
Martyna Dabrowska	Women	Poland	Athletics	4 x 400 metres relay	22	1.76	56
Patrycja Wyciszkiewicz	Women	Poland	Athletics	4 x 400 metres relay	22	1.73	58
Adelina Pastor	Women	Romania	Athletics	4 x 400 metres relay	23	1.68	56
Anamaria Ionita	Women	Romania	Athletics	4 x 400 metres relay	28	1.75	60
Andrea Miklos	Women	Romania	Athletics	4 x 400 metres relay	17	1.65	51
Bianca Razor	Women	Romania	Athletics	4 x 400 metres relay	22	1.70	59
Florina Pierdevara	Women	Romania	Athletics	4 x 400 metres relay	26	1.72	53
Sanda Belgyan	Women	Romania	Athletics	4 x 400 metres relay	23	1.65	53
Deon Lendore	Men	Trinidad and Tobago	Athletics	4 x 400 metres relay	23	1.79	75
Jarrin Solomon	Men	Trinidad and Tobago	Athletics	4 x 400 metres relay	30	1.65	73
Lalonde Gordon	Men	Trinidad and Tobago	Athletics	4 x 400 metres relay	27	1.79	83
Machel Cedenio	Men	Trinidad and Tobago	Athletics	4 x 400 metres relay	20	1.83	70
Renny Quow	Men	Trinidad and Tobago	Athletics	4 x 400 metres relay	28	1.60	77
Alina Logvynenko	Women	Ukraine	Athletics	4 x 400 metres relay	26	1.80	67
Iuliia Olishevska	Women	Ukraine	Athletics	4 x 400 metres relay	27	1.67	60
Olha Bibik	Women	Ukraine	Athletics	4 x 400 metres relay	26	1.73	63
Olha Lyakhova	Women	Ukraine	Athletics	4 x 400 metres relay	24	1.74	60
Olha Zemlyak	Women	Ukraine	Athletics	4 x 400 metres relay	26	1.65	57
Tetiana Melnyk	Women	Ukraine	Athletics	4 x 400 metres relay	21	1.85	63
Arman Hall	Men	United States	Athletics	4 x 400 metres relay	22	1.83	74
David Verburg	Men	United States	Athletics	4 x 400 metres relay	25	1.73	70
Gil Roberts	Men	United States	Athletics	4 x 400 metres relay	27	1.88	81
Kyle Clemons	Men	United States	Athletics	4 x 400 metres relay	25	1.81	72
Lashawn Merritt	Men	United States	Athletics	4 x 400 metres relay	30	1.91	86
Tony McQuay	Men	United States	Athletics	4 x 400 metres relay	26	1.81	72
Allyson Felix	Women	United States	Athletics	4 x 400 metres relay	30	1.68	56
Courtney Okolo	Women	United States	Athletics	4 x 400 metres relay	22	1.73	58
Francena McCorory	Women	United States	Athletics	4 x 400 metres relay	27	1.71	68
Natasha Hastings	Women	United States	Athletics	4 x 400 metres relay	30	1.73	68
Phyllis Francis	Women	United States	Athletics	4 x 400 metres relay	24	1.81	71
Alberth Bravo	Men	Venezuela	Athletics	4 x 400 metres relay	28	1.99	88
Arturo Ramirez	Men	Venezuela	Athletics	4 x 400 metres relay	24	1.70	65
Freddy Mezones	Men	Venezuela	Athletics	4 x 400 metres relay	28	1.70	68
Jose Melendez	Men	Venezuela	Athletics	4 x 400 metres relay	23	1.70	70
Omar Longart	Men	Venezuela	Athletics	4 x 400 metres relay	25	1.72	69
Chris Brown	Men	Bahamas	Athletics	400 metres	37	1.78	75
Abbas Abubakar Abbas	Men	Bahrain	Athletics	400 metres	20	1.75	66
Ali Khamis Khamis	Men	Bahrain	Athletics	400 metres	21	1.82	70
Jonathan Borlee	Men	Belgium	Athletics	400 metres	28	1.80	69
Kevin Borlee	Men	Belgium	Athletics	400 metres	28	1.80	67
Isaac Makwala	Men	Botswana	Athletics	400 metres	30	1.85	78
Hederson Estefani	Men	Brazil	Athletics	400 metres	24	1.83	65
Bachir Mahamat	Men	Chad	Athletics	400 metres	19	1.86	59
Diego Palomeque	Men	Colombia	Athletics	400 metres	22	1.78	67
Nery Brenes	Men	Costa Rica	Athletics	400 metres	30	1.75	70
Yoandys Lescay	Men	Cuba	Athletics	400 metres	22	1.81	77
Pavel Maslak	Men	Czech Republic	Athletics	400 metres	25	1.76	66
Gustavo Cuesta	Men	Dominican Republic	Athletics	400 metres	27	1.73	66
Luguelin Santos	Men	Dominican Republic	Athletics	400 metres	22	1.63	55
Martyn Rooney	Men	Great Britain	Athletics	400 metres	29	1.98	81
Matthew Hudson-Smith	Men	Great Britain	Athletics	400 metres	21	1.94	78
Rabah Yousif	Men	Great Britain	Athletics	400 metres	29	1.86	74
Winston George	Men	Guyana	Athletics	400 metres	29	1.67	66
Muhammed Anas Yahiya	Men	India	Athletics	400 metres	21	1.77	69
Donald Blair-Sanford	Men	Israel	Athletics	400 metres	29	1.96	81
Matteo Galvan	Men	Italy	Athletics	400 metres	27	1.82	78
Fitzroy Dunkley	Men	Jamaica	Athletics	400 metres	23	1.96	80
Javon Francis	Men	Jamaica	Athletics	400 metres	21	1.83	68
Rusheen McDonald	Men	Jamaica	Athletics	400 metres	23	1.75	81
Julian Jrummi Walsh	Men	Japan	Athletics	400 metres	19	1.75	75
Yuzo Kanemaru	Men	Japan	Athletics	400 metres	28	1.78	75
Alphas Leken Kishoyian	Men	Kenya	Athletics	400 metres	22	1.67	59
Raymond Kibet	Men	Kenya	Athletics	400 metres	20	1.85	64
Liemarvin Bonevacia	Men	Netherlands	Athletics	400 metres	27	1.85	74
Ousseini Djibo Idrissa	Men	Niger	Athletics	400 metres	17	1.78	72
Orukpe Eraiyokan	Men	Nigeria	Athletics	400 metres	22	1.50	73
Rafal Omelko	Men	Poland	Athletics	400 metres	27	1.94	82
Abdalelah Haroun	Men	Qatar	Athletics	400 metres	19	1.85	80
James Nyang Chiengjiek	Men	Refugee Olympic Team	Athletics	400 metres	24	1.79	59
Luka Janezic	Men	Slovenia	Athletics	400 metres	20	1.92	83
Wayde van Niekerk	Men	South Africa	Athletics	400 metres	24	1.83	70
Brandon Valentine-Parris	Men	St-Vinc-Grenadines	Athletics	400 metres	21	1.73	55
Deon Lendore	Men	Trinidad and Tobago	Athletics	400 metres	23	1.79	75
Lalonde Gordon	Men	Trinidad and Tobago	Athletics	400 metres	27	1.79	83
Machel Cedenio	Men	Trinidad and Tobago	Athletics	400 metres	20	1.83	70
Vitalii Butrym	Men	Ukraine	Athletics	400 metres	25	1.80	75
Arman Hall	Men	United States	Athletics	400 metres	22	1.83	74
David Verburg	Men	United States	Athletics	400 metres	25	1.73	70
Gil Roberts	Men	United States	Athletics	400 metres	27	1.88	81
Lashawn Merritt	Men	United States	Athletics	400 metres	30	1.91	86
Alberth Bravo	Men	Venezuela	Athletics	400 metres	28	1.99	88
Selma Kajan	Women	Australia	Athletics	800 metres	25	1.69	52
Marina Arzamasova	Women	Belarus	Athletics	800 metres	28	1.73	58
Yuliya Karol	Women	Belarus	Athletics	800 metres	25	1.62	57
Renee Eykens	Women	Belgium	Athletics	800 metres	20	1.70	54
Noelie Yarigo	Women	Benin	Athletics	800 metres	30	1.68	56
Flavia de Lima	Women	Brazil	Athletics	800 metres	23	1.76	65
Francine Niyonsaba	Women	Burundi	Athletics	800 metres	23	1.66	60
Melissa Bishop	Women	Canada	Athletics	800 metres	28	1.73	56
Elisabeth Mandaba	Women	Central African Rep	Athletics	800 metres	27	1.33	53
Chunyu Wang	Women	China	Athletics	800 metres	21	1.75	55
Lisneidy Veitia	Women	Cuba	Athletics	800 metres	22	1.68	58
Rose Mary Almanza	Women	Cuba	Athletics	800 metres	24	1.65	53
Sahily Diago	Women	Cuba	Athletics	800 metres	20	1.69	49
Gudaf Tsegay	Women	Ethiopia	Athletics	800 metres	18	1.63	50
Habitam Alemu	Women	Ethiopia	Athletics	800 metres	19	1.71	52
Tigst Assefa	Women	Ethiopia	Athletics	800 metres	19	1.68	53
Justine Fedronic	Women	France	Athletics	800 metres	25	1.68	54
Renelle Lamote	Women	France	Athletics	800 metres	22	1.65	59
Christina Hering	Women	Germany	Athletics	800 metres	21	1.85	63
Fabienne Kohlmann	Women	Germany	Athletics	800 metres	26	1.70	57
Lynsey Sharp	Women	Great Britain	Athletics	800 metres	26	1.74	58
Shelayna Oskan-Clarke	Women	Great Britain	Athletics	800 metres	26	1.72	64
Anita Hinriksdottir	Women	Iceland	Athletics	800 metres	20	1.72	49
Tintu Lukka	Women	India	Athletics	800 metres	27	1.63	50
Ciara Everard	Women	Ireland	Athletics	800 metres	26	1.69	54
Yusneysi Santiusti	Women	Italy	Athletics	800 metres	31	1.63	48
